Serial No.,Note,baseline_beat,rubato_beat,pauses_beat,accelerando_beat,ritardando_beat,sine_wave_tempo_beat
1,62,0.0,0.0,4.600013493372914,0.0,0.0,0.0
2,65,6.133351324497219,6.497519059389241,10.733364817870132,6.133351324497219,6.133351324497219,6.133351324497219
3,69,12.266702648994437,13.471011737189984,21.466729635740265,12.265380416031327,12.26802606136383,12.28327871211469
4,74,18.400053973491655,19.403112471352138,27.600080960237484,18.380335455824397,18.419790079696085,18.647253523502386
5,76,21.466729635740265,22.578399563305386,30.666756622486094,21.43781297572093,21.495672088862214,21.82924092919623
6,77,23.00006746686457,23.971181426576628,32.2000944536104,22.9665517356692,23.03361309344528,23.420234632043158
7,79,24.533405297988875,25.44382463521893,38.33344577810762,24.49265539896977,24.574188129393786,25.043739022765262
8,77,26.066743129113178,26.906884482416704,44.466797102604836,26.016794717496598,26.11672671599653,26.691478653539765
9,76,27.600080960237484,28.296471891873104,46.00013493372914,27.540934036023422,27.659265302599273,28.339218284314267
10,74,29.133418791361787,29.727587200922457,47.53347276485344,29.06507335455025,29.20180388920202,29.986957915088773
11,73,30.666756622486094,31.187452594305388,49.06681059597775,30.589212673077082,30.744342475804764,31.634697545863276
12,81,36.80010794698331,38.03316711951244,59.80017541384788,36.68182199432458,36.918446199320265,38.27281177119311
13,74,39.86678360923192,41.202065303836,62.86685107609649,39.72090151791848,40.01272580461396,41.67816839716576
14,77,41.40012144035622,42.84720901847979,64.4001889072208,41.24044127971542,41.559865607260804,43.38084671015209
15,81,42.93345927148053,44.29110214278851,65.9335267383451,42.75998104151237,43.10700540990765,45.08352502313842
16,77,44.466797102604836,45.74138417472692,67.46686456946941,44.27952080330932,44.654145212554496,46.78620333612474
17,74,46.00013493372914,47.25236082914732,69.00020240059371,45.79906056510626,46.20128501520134,48.48888164911107
18,82,49.06681059597775,50.77584338691838,76.66689155621523,48.83287950190634,49.30082570199863,51.954019803750434
19,79,55.20016192047497,57.407529506531,82.80024288071245,54.89264086850372,55.50778432330898,58.973805068519184
20,72,58.266837582723575,60.1643431487399,85.86691854296106,57.92252155180242,58.61126363396416,62.483697700903555
21,76,59.80017541384788,61.8254591324579,87.40025637408536,59.43548814105075,60.164978770834914,64.25957853524731
22,79,61.33351324497219,63.381158140286104,93.53360769858259,60.94582944797929,61.7213214899524,66.06330431121015
23,76,62.86685107609649,65.03588521637441,95.06694552970689,62.45617075490783,63.2776642090699,67.86703008717296
24,72,64.4001889072208,66.45422271016439,96.6002833608312,63.96651206183637,64.83400692818739,69.6707558631358
25,81,67.46686456946941,69.71895450893322,99.6669590230798,66.98719467569344,67.94669236642237,73.27820741506146
26,77,73.60021589396662,75.8107779338375,110.40032384094994,73.02065819316643,74.17995362968603,80.56951061921741
27,70,76.66689155621523,78.72411981297368,113.46699950319855,76.03213493101437,77.30183175156415,84.26597199674072
28,74,78.20022938733953,80.38523579669167,115.00033733432285,77.53787329993833,78.86277081250321,86.11420268550236
29,77,79.73356721846385,81.86107345914881,116.53367516544715,79.0436116688623,80.42370987344228,87.96243337426401
30,74,81.26690504958815,83.29218876819816,118.06701299657146,80.54935003778627,81.98464893438134,89.81066406302565
31,70,82.80024288071245,84.87983231417479,119.60035082769576,82.05507882858136,83.54559757669847,91.65897713685413
32,79,85.86691854296106,87.86025772342265,127.26703998331729,85.05736056269929,86.67667382153611,95.43452817852867
33,76,92.00026986745829,93.41221845361858,133.40039130781452,91.06192403093515,92.93882631121139,102.98563026187773
34,69,95.06694552970689,96.67375579857257,136.46706697006312,94.06288301563593,96.07122551277516,106.77094370818934
35,73,96.6002833608312,98.01862085462118,138.00040480118741,95.55942301515705,97.64136522380664,108.69267541906865
36,76,98.1336211919555,99.71807028411727,144.13375612568464,97.05596301467816,99.21150493483813,110.61440712994795
37,73,99.6669590230798,101.34404727587201,145.66709395680894,98.55250301419926,100.78164464586962,112.53613884082726
38,69,101.20029685420411,102.7464125005878,147.20043178793324,100.04904301372036,102.3517843569011,114.45787055170656
39,77,104.26697251645271,105.37225353638814,150.26710745018187,103.04212301276259,105.49206377896408,118.30133397346518
40,76,110.40032384094994,111.33310435488389,161.000472268052,109.01644897762951,111.78445536671724,126.05986315296377
41,77,111.93366167207424,112.84727546311913,167.13382359254922,110.50838951484747,113.3591940388346,128.00942411183584
42,76,113.46699950319855,114.56908606931914,168.66716142367352,112.00033005206541,114.93393271095196,129.9589850707079
43,74,115.00033733432285,116.19186860725904,170.20049925479782,113.49227058928335,116.50867138306933,131.90854602957995
